StartTime,Flgs,Proto,SrcAddr,DstAddr,State,Dur,SrcRate,DstRate,SrcPkts,DstPkts,SrcBytes,DstBytes,StdDev,attack
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,14.626624,0.820422,0,13,0,780,0,0.92524,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.262713,0.49079,0,8,0,480,0,0.968412,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.814856,0.723858,0,11,0,660,0,0.649781,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,14.98693,0.934147,0,15,0,900,0,0.904537,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.952625,1.003395,0,15,0,900,0,1.413979,1
1528099339,e,udp,192.168.100.147,192.168.100.3,INT,13.657383,1.025087,0,15,0,900,0,1.373171,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,14.588161,0.959682,0,15,0,900,0,1.0929,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.954378,0.931607,0,14,0,840,0,1.253085,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,14.50429,0.965232,0,15,0,900,0,1.1331,1
1528099338,e,udp,192.168.100.147,192.168.100.3,INT,13.66089,1.024823,0,15,0,900,0,1.367414,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.385339,0.484444,0,7,0,420,0,1.955417,1
1528099352,e,udp,192.168.100.148,192.168.100.3,INT,13.816266,0.651406,0,10,0,600,0,0.646486,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.381615,0.484589,0,7,0,420,0,1.937218,1
1526345088,eU,udp,192.168.100.147,192.168.100.3,INT,7.50E-05,0,0,1,0,60,0,0,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.954219,1.003281,0,15,0,900,0,1.415456,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.95981,1.002879,0,15,0,900,0,0.823424,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,13.782789,0.725543,0,11,0,660,0,0.644411,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,12.430659,0.724016,0,10,0,600,0,1.28008,1
1526350100,e,icmp,192.168.100.5,192.168.100.148,URP,0,0,0,1,0,70,0,0,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,12.385732,0.484428,0,7,0,420,0,1.951092,1
1526344380,e,udp,192.168.100.148,192.168.100.3,INT,0,0,0,1,0,60,0,0,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.958615,1.002965,0,15,0,900,0,0.823489,1
1528099367,e,udp,192.168.100.147,192.168.100.3,INT,13.967417,1.002333,0,15,0,900,0,0.797947,1
1528099367,e,udp,192.168.100.148,192.168.100.3,INT,13.720155,0.728855,0,11,0,660,0,0.648909,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,14.407966,0.485842,0,8,0,480,0,0.996163,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.899805,0.469805,0,8,0,480,0,0.62965,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.79291,0.72501,0,11,0,660,0,0.645165,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.225139,0.490792,0,7,0,420,0,1.922392,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.224954,0.490799,0,7,0,420,0,1.922462,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.167311,0.493125,0,7,0,420,0,1.913002,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.959866,1.002875,0,15,0,900,0,0.822964,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.162028,0.493339,0,7,0,420,0,1.910357,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.227481,0.490698,0,7,0,420,0,1.928485,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.723691,0.475424,0,8,0,480,0,0.786362,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.225507,0.490777,0,7,0,420,0,1.923006,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,12.38603,0.484417,0,7,0,420,0,1.950911,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,13.78161,0.725605,0,11,0,660,0,0.644636,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.484831,0.414226,0,7,0,420,0,1.915164,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,15.370926,0.91081,0,15,0,900,0,0.72478,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.257702,0.490963,0,8,0,480,0,0.973351,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.165146,0.493212,0,7,0,420,0,1.913675,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,12.925738,1.005745,0,14,0,840,0,1.877319,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.160972,0.493382,0,7,0,420,0,1.910155,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.692344,0.730335,0,11,0,660,0,0.655547,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.163162,0.493293,0,7,0,420,0,1.914173,1
1526349703,e,icmp,192.168.100.5,192.168.100.148,URP,0,0,0,1,0,70,0,0,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,12.348222,0.72885,0,10,0,600,0,1.279486,1
1528099338,e,udp,192.168.100.150,192.168.100.3,INT,12.133142,0.494513,0,7,0,420,0,1.899508,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,12.924738,1.005823,0,14,0,840,0,1.879112,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.965066,0.930894,0,14,0,840,0,0.814948,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,12.430872,0.724004,0,10,0,600,0,1.281869,1
1528099367,e,udp,192.168.100.148,192.168.100.3,INT,13.721053,0.728807,0,11,0,660,0,0.648792,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.707046,0.729552,0,11,0,660,0,0.635077,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.175936,0.423252,0,7,0,420,0,1.916534,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.703555,0.729738,0,11,0,660,0,0.639928,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.263087,0.490777,0,8,0,480,0,0.970521,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.223451,0.49086,0,7,0,420,0,1.926992,1
1528099338,e,udp,192.168.100.150,192.168.100.3,INT,12.131584,0.494577,0,7,0,420,0,1.899301,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.16283,0.493306,0,7,0,420,0,1.910151,1
1528099338,e,udp,192.168.100.149,192.168.100.3,INT,12.158818,0.493469,0,7,0,420,0,1.908152,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.262129,0.49081,0,8,0,480,0,0.974928,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.810463,0.724089,0,11,0,660,0,0.65058,1
1528099339,e,udp,192.168.100.150,192.168.100.3,INT,12.133707,0.49449,0,7,0,420,0,1.898107,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,12.386144,0.484412,0,7,0,420,0,1.951602,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.800458,0.724614,0,11,0,660,0,0.643167,1
1528099367,e,udp,192.168.100.148,192.168.100.3,INT,13.721174,0.728801,0,11,0,660,0,0.647557,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.705632,0.729627,0,11,0,660,0,0.635235,1
1528099352,e,udp,192.168.100.149,192.168.100.3,INT,14.411684,0.485717,0,8,0,480,0,0.996729,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.706797,0.729565,0,11,0,660,0,0.633867,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.225361,0.490783,0,7,0,420,0,1.920486,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.37976,0.484662,0,7,0,420,0,1.935722,1
1528099367,e,udp,192.168.100.150,192.168.100.3,INT,14.191293,0.49326,0,8,0,480,0,0.967728,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.38682,0.484386,0,7,0,420,0,1.951854,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,13.877059,1.008859,0,15,0,900,0,0.835704,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,12.937461,1.004834,0,14,0,840,0,1.869827,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.267602,0.420533,0,7,0,420,0,1.933744,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.380953,0.484615,0,7,0,420,0,1.936453,1
1526344337,e,tcp,192.168.100.148,192.168.100.3,RST,0.00016,0,0,1,1,60,60,0,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.229132,0.490632,0,7,0,420,0,1.921254,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.962039,1.002719,0,15,0,900,0,0.825995,1
1526349144,e,tcp,192.168.100.147,192.168.100.3,RST,0.00013,0,0,1,1,60,60,0,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.259171,0.490912,0,8,0,480,0,0.973455,1
1528099352,e,udp,192.168.100.149,192.168.100.3,INT,14.412267,0.485697,0,8,0,480,0,0.996876,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.38539,0.484442,0,7,0,420,0,1.95529,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.661806,0.477431,0,8,0,480,0,0.747124,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.710444,0.583497,0,9,0,540,0,0.633186,1
1528099338,e,udp,192.168.100.150,192.168.100.3,INT,10.075331,0.496262,0,6,0,360,0,0.003313,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.485662,0.741528,0,11,0,660,0,0.748455,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.225701,0.490769,0,7,0,420,0,1.925697,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.380961,0.484615,0,7,0,420,0,1.938619,1
1528099338,e,udp,192.168.100.149,192.168.100.3,INT,12.160445,0.493403,0,7,0,420,0,1.911523,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.807612,0.47273,0,8,0,480,0,0.745921,1
1526344335,e,tcp,192.168.100.149,192.168.100.3,RST,1.30E-05,0,0,1,1,60,60,0,1
1528099352,e,udp,192.168.100.149,192.168.100.3,INT,14.412266,0.485697,0,8,0,480,0,0.99688,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.811693,0.724024,0,11,0,660,0,0.642851,1
1526349184,e,tcp,192.168.100.147,192.168.100.5,RST,0.002237,0,0,1,1,74,60,0,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.966361,1.002409,0,15,0,900,0,0.813628,1
1526344439,eU,udp,192.168.100.148,192.168.100.3,INT,5.00E-05,0,0,1,0,60,0,0,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,13.707408,0.729533,0,11,0,660,0,0.63888,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.385344,0.484444,0,7,0,420,0,1.955746,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.957122,1.003072,0,15,0,900,0,0.822708,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.958328,1.002985,0,15,0,900,0,0.822014,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,13.781593,0.725605,0,11,0,660,0,0.646182,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.802646,0.472888,0,8,0,480,0,0.677601,1
1526347940,e,tcp,192.168.100.150,192.168.100.3,RST,0,0,0,1,0,60,0,0,1
1526349129,e,tcp,192.168.100.148,192.168.100.3,RST,0.000201,0,0,1,1,60,60,0,1
1528099338,e,udp,192.168.100.147,192.168.100.3,INT,13.662528,1.024701,0,15,0,900,0,1.366313,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,14.587389,0.959733,0,15,0,900,0,1.094456,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.578646,0.480154,0,8,0,480,0,0.852257,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,13.780455,0.725665,0,11,0,660,0,0.643551,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.226739,0.490728,0,7,0,420,0,1.922941,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,12.343996,0.729099,0,10,0,600,0,1.281364,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.386161,0.484412,0,7,0,420,0,1.95609,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.706981,0.6566,0,10,0,600,0,1.279992,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,12.386184,0.484411,0,7,0,420,0,1.950916,1
1528099352,e,udp,192.168.100.150,192.168.100.3,INT,14.27005,0.490538,0,8,0,480,0,0.973896,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.529388,0.739132,0,11,0,660,0,0.727379,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.70564,0.729627,0,11,0,660,0,0.635181,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.324297,0.48868,0,8,0,480,0,0.973892,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.499739,0.740755,0,11,0,660,0,0.742236,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.958318,1.002986,0,15,0,900,0,0.82221,1
1528099352,e,udp,192.168.100.149,192.168.100.3,INT,14.411815,0.485713,0,8,0,480,0,0.996501,1
1528099352,e,udp,192.168.100.149,192.168.100.3,INT,14.411855,0.485711,0,8,0,480,0,0.993776,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,14.941559,0.936984,0,15,0,900,0,0.925799,1
1526876266,e,tcp,192.168.100.147,192.168.100.7,RST,0.000789,0,0,1,1,60,60,0,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,13.781652,0.725602,0,11,0,660,0,0.644402,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.814857,0.723858,0,11,0,660,0,0.651007,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.258874,0.490922,0,8,0,480,0,0.973394,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.385775,0.484427,0,7,0,420,0,1.95597,1
1528099339,e,udp,192.168.100.150,192.168.100.3,INT,12.131344,0.412155,0,6,0,360,0,1.644572,1
1528099367,e,udp,192.168.100.148,192.168.100.3,INT,13.72397,0.728652,0,11,0,660,0,0.647329,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.517261,0.739795,0,11,0,660,0,0.73767,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.182658,0.423052,0,7,0,420,0,0.975285,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.7919,0.725063,0,11,0,660,0,0.646331,1
1528099338,e,udp,192.168.100.147,192.168.100.3,INT,13.66262,1.024694,0,15,0,900,0,1.365997,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,12.348297,0.728845,0,10,0,600,0,1.280822,1
1528099339,e,udp,192.168.100.150,192.168.100.3,INT,12.126004,0.494804,0,7,0,420,0,1.899736,1
1528099340,e,udp,192.168.100.150,192.168.100.3,INT,12.133691,0.494491,0,7,0,420,0,1.900713,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.224501,0.490818,0,7,0,420,0,1.922793,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,12.384746,0.484467,0,7,0,420,0,1.950442,1
1528099352,e,udp,192.168.100.148,192.168.100.3,INT,13.81428,0.723889,0,11,0,660,0,0.648319,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.380836,0.48462,0,7,0,420,0,1.945019,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.676662,0.731173,0,11,0,660,0,0.666961,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,12.386184,0.484411,0,7,0,420,0,1.950916,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,15.014929,0.932405,0,15,0,900,0,0.891408,1
1526876544,e,tcp,192.168.100.150,192.168.100.3,RST,3.20E-05,0,0,1,1,60,60,0,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,12.929881,1.005423,0,14,0,840,0,1.875583,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.961993,0.931099,0,14,0,840,0,1.419295,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.265647,0.490689,0,8,0,480,0,0.971544,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,13.781661,0.725602,0,11,0,660,0,0.643746,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,14.4101,0.48577,0,8,0,480,0,0.996034,1
1528099352,e,udp,192.168.100.147,192.168.100.3,INT,14.951545,1.003241,0,16,0,960,0,0.945442,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,12.427472,0.724202,0,10,0,600,0,1.297105,1
1528099352,e,udp,192.168.100.147,192.168.100.3,INT,14.951443,1.003248,0,16,0,960,0,0.950448,1
1526345661,e,tcp,192.168.100.148,192.168.100.3,FIN,0.197748,30.341646,25.284704,7,6,532,581,0,1
1528099353,e,udp,192.168.100.149,192.168.100.3,INT,14.408203,0.485834,0,8,0,480,0,0.998457,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.16097,0.493382,0,7,0,420,0,1.910155,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.551781,0.664119,0,10,0,600,0,0.718351,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.22491,0.490801,0,7,0,420,0,1.921319,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.227735,0.490688,0,7,0,420,0,1.923767,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,12.336765,0.729527,0,10,0,600,0,1.285339,1
1526345501,e,tcp,192.168.100.148,192.168.100.3,FIN,0.182943,163.985504,213.181152,31,40,18387,53083,0,1
1528099367,e,udp,192.168.100.149,192.168.100.3,INT,14.289877,0.489857,0,8,0,480,0,0.998184,1
1526349194,e,tcp,192.168.100.149,192.168.100.5,RST,0.001331,0,0,1,1,60,60,0,1
1528099352,e,udp,192.168.100.150,192.168.100.3,INT,14.275119,0.490364,0,8,0,480,0,0.971843,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,13.72924,1.019721,0,15,0,900,0,1.504165,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.95384,1.003308,0,15,0,900,0,1.414614,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.379747,0.484663,0,7,0,420,0,1.934076,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.492615,0.483005,0,8,0,480,0,0.893477,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.163996,0.493259,0,7,0,420,0,1.911434,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.185687,0.493455,0,8,0,480,0,0.97804,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.70721,0.729543,0,11,0,660,0,0.633959,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,13.759706,1.017464,0,15,0,900,0,1.490347,1
1526349110,e,tcp,192.168.100.150,192.168.100.3,RST,1.20E-05,0,0,1,1,74,60,0,1
1528099338,e,udp,192.168.100.147,192.168.100.3,INT,13.662453,1.024706,0,15,0,900,0,1.366263,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.6206,0.660764,0,10,0,600,0,0.688444,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.382864,0.484541,0,7,0,420,0,1.939897,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,12.234349,0.490422,0,7,0,420,0,1.92542,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.681827,0.730897,0,11,0,660,0,0.664477,1
1528099367,e,udp,192.168.100.148,192.168.100.3,INT,13.721225,0.655918,0,10,0,600,0,1.289073,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.183948,0.493516,0,8,0,480,0,0.978996,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,15.355883,0.911703,0,15,0,900,0,0.730314,1
1526345485,e,tcp,192.168.100.150,192.168.100.3,RST,9.40E-05,0,0,1,1,60,60,0,1
1528099338,e,udp,192.168.100.147,192.168.100.3,INT,13.6611,1.024808,0,15,0,900,0,1.366918,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.639885,0.733144,0,11,0,660,0,0.682628,1
1526348497,e,tcp,192.168.100.150,192.168.100.5,RST,0.000808,0,0,1,1,60,60,0,1
1526349179,e,tcp,192.168.100.150,192.168.100.5,RST,1.60E-05,0,0,1,1,74,60,0,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,12.431096,0.723991,0,10,0,600,0,1.279151,1
1526347913,e,tcp,192.168.100.147,192.168.100.3,RST,0.007892,126.710602,0,2,1,120,60,0,1
1528099340,e,udp,192.168.100.150,192.168.100.3,INT,12.131429,0.494583,0,7,0,420,0,1.899221,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.718976,0.728917,0,11,0,660,0,0.646286,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.259609,0.490897,0,8,0,480,0,1.007888,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,12.223773,0.490847,0,7,0,420,0,1.927184,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.227204,0.490709,0,7,0,420,0,1.9251,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.81193,0.724012,0,11,0,660,0,0.648517,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.226475,0.490738,0,7,0,420,0,1.925332,1
1526348505,e,tcp,192.168.100.147,192.168.100.5,RST,0.003687,0,0,1,1,60,60,0,1
1526345001,e,icmp,192.168.100.3,192.168.100.148,URP,0,0,0,1,0,70,0,0,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,13.705925,0.729611,0,11,0,660,0,0.640473,1
1526876159,e,tcp,192.168.100.149,192.168.100.5,RST,0.00436,0,0,1,1,60,60,0,1
1526346564,e,tcp,192.168.100.147,192.168.100.3,RST,3.80E-05,0,0,1,1,60,60,0,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.221776,0.490927,0,7,0,420,0,1.925396,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,13.710145,0.656448,0,10,0,600,0,1.289668,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.379096,0.484688,0,7,0,420,0,1.935526,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.258344,0.490941,0,8,0,480,0,0.973408,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.704866,0.729668,0,11,0,660,0,0.63672,1
1526347902,e,tcp,192.168.100.150,192.168.100.3,RST,0.007904,0,126.518227,1,2,60,120,0,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.894326,0.469978,0,8,0,480,0,0.630835,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.256206,0.491014,0,8,0,480,0,0.973693,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.887718,0.470186,0,8,0,480,0,0.635405,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.315434,0.488983,0,8,0,480,0,0.914343,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.226176,0.49075,0,7,0,420,0,1.923221,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,12.936554,1.004904,0,14,0,840,0,1.870109,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.163414,0.493283,0,7,0,420,0,1.910294,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.269883,0.490544,0,8,0,480,0,0.973026,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.166493,0.493158,0,7,0,420,0,1.913262,1
1528099368,e,udp,192.168.100.148,192.168.100.3,INT,13.721022,0.728809,0,11,0,660,0,0.643744,1
1528099339,e,udp,192.168.100.149,192.168.100.3,INT,12.161017,0.49338,0,7,0,420,0,1.910105,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.798765,0.473012,0,8,0,480,0,0.750331,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.89129,0.470073,0,8,0,480,0,0.634284,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.225094,0.490794,0,7,0,420,0,1.923288,1
1528099356,e,udp,192.168.100.149,192.168.100.3,INT,10.315448,0.48471,0,6,0,360,0,0.088995,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.231724,0.408773,0,6,0,360,0,1.67429,1
1526345485,e,tcp,192.168.100.150,192.168.100.3,RST,0.000164,0,0,1,1,60,60,0,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,13.750027,1.01818,0,15,0,900,0,1.495125,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,12.348144,0.647871,0,9,0,540,0,1.279385,1
1526345499,e,tcp,192.168.100.147,192.168.100.3,FIN,0.321613,15.546635,12.437307,6,5,1554,1876,0,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.451072,0.484393,0,8,0,480,0,0.845567,1
1528099368,e,udp,192.168.100.147,192.168.100.3,INT,12.931007,1.005335,0,14,0,840,0,1.876864,1
1528099353,e,udp,192.168.100.148,192.168.100.3,INT,13.811729,0.724022,0,11,0,660,0,0.642861,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.957891,0.931373,0,14,0,840,0,1.248619,1
1528099352,e,udp,192.168.100.149,192.168.100.3,INT,14.411811,0.485713,0,8,0,480,0,0.996685,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.229036,0.490636,0,7,0,420,0,1.921378,1
1528099353,e,udp,192.168.100.147,192.168.100.3,INT,13.966164,1.002423,0,15,0,900,0,0.815111,1
1526349181,e,tcp,192.168.100.149,192.168.100.5,RST,0.000521,0,0,1,1,74,60,0,1
1528099368,e,udp,192.168.100.150,192.168.100.3,INT,14.179099,0.493684,0,8,0,480,0,0.975604,1
1528099354,e,udp,192.168.100.148,192.168.100.3,INT,12.430036,0.724053,0,10,0,600,0,1.28299,1
1526348500,e,tcp,192.168.100.148,192.168.100.5,RST,0.00418,0,0,1,1,60,60,0,1
1528099338,e,udp,192.168.100.148,192.168.100.3,INT,13.706216,0.729596,0,11,0,660,0,0.63446,1
1526348987,eU,udp,192.168.100.150,192.168.100.5,INT,0.000206,0,0,1,0,60,0,0,1
1528099352,e,udp,192.168.100.149,192.168.100.3,INT,14.411664,0.485718,0,8,0,480,0,0.993986,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.380652,0.484627,0,7,0,420,0,1.944651,1
1528099354,e,udp,192.168.100.150,192.168.100.3,INT,12.228633,0.490652,0,7,0,420,0,1.923658,1
1528099339,e,udp,192.168.100.147,192.168.100.3,INT,13.652902,1.025423,0,15,0,900,0,1.374666,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.380913,0.484617,0,7,0,420,0,1.935367,1
1526344339,e,tcp,192.168.100.147,192.168.100.3,RST,0.000237,0,0,1,1,60,60,0,1
1528099368,e,udp,192.168.100.149,192.168.100.3,INT,14.280481,0.49018,0,8,0,480,0,1.002244,1
1528099339,e,udp,192.168.100.148,192.168.100.3,INT,12.340501,0.729306,0,10,0,600,0,1.282961,1
1528099354,e,udp,192.168.100.149,192.168.100.3,INT,12.387398,0.484363,0,7,0,420,0,1.955986,1
1528099353,e,udp,192.168.100.150,192.168.100.3,INT,14.259074,0.490915,0,8,0,480,0,0.974166,1
